String ID,Dev Notes / Context,Character Limit,Text
"Ok Hunter! First job for you.\nThe Green Army does not yet know that you are now part of the Crimson Corporation, we must take advantage of this opportunity.\nGo to their bunker area, where Artemovich is, and place a CCTV camera.\nTry to hide it among the shelves.","Quest descriptions","1024","Ok Hunter! First job for you.\nThe Green Army does not yet know that you are now part of the Crimson Corporation, we must take advantage of this opportunity.\nGo to their bunker area, where Artemovich is, and place a CCTV camera.\nTry to hide it among the shelves."
"My leg is still not fully healed.\nThanks to my experience I can still move through the forest somehow.\nCould you bring me some medicine? It would heal faster","Quest descriptions","1024","My leg is still not fully healed.\nThanks to my experience I can still move through the forest somehow.\nCould you bring me some medicine? It would heal faster"
"Hey Hunter!\nListen... I have a big favor to ask of you....\nThe Green Army soldier who shot me in the leg is called Bogdanov, that damn bastard must pay....\nNow I think he is in the Makeshift camp, you know what you have to do....\nThank you Hunter","Quest descriptions","1024","Hey Hunter!\nListen... I have a big favor to ask of you....\nThe Green Army soldier who shot me in the leg is called Bogdanov, that damn bastard must pay....\nNow I think he is in the Makeshift camp, you know what you have to do....\nThank you Hunter"
"Oh! Oh! Can you do something for Mr. Junk?\nNow that Grigoriy has come back to life he would love to get his ring back.\nMr. Junk hid it in the swamp before he came to this place.\nIf you do this for Mr. Junk then he will sell you some of his treasure.\nNo! No! No! Mr. Junk loves his treasure...\nOh! Oh! But it's more important to make Grigoriy happy.\nYes! Yes! Yes!\nYou bring Mr. Junk the ring and he'll sell you some of his treasure.\nMr. Junk will also give you this costume he found","Quest descriptions","1024","Oh! Oh! Can you do something for Mr. Junk?\nNow that Grigoriy has come back to life he would love to get his ring back.\nMr. Junk hid it in the swamp before he came to this place.\nIf you do this for Mr. Junk then he will sell you some of his treasure.\nNo! No! No! Mr. Junk loves his treasure...\nOh! Oh! But it's more important to make Grigoriy happy.\nYes! Yes! Yes!\nYou bring Mr. Junk the ring and he'll sell you some of his treasure.\nMr. Junk will also give you this costume he found"
"Retrieve Grigoriy's ring","Quest objectives","128","Retrieve Grigoriy's ring"
"Quest objective type: Kill A","Quest objective types, Kill A","160","Eliminate [AMOUNT_TO_KILL] [TARGET_TO_KILL] in the [MAP_NAME]"
"Quest objective type: Kill B","Quest objective types, Kill B","160","Eliminate [AMOUNT_TO_KILL] [TARGET_TO_KILL] in any map"
"Quest objective type: Contract","Quest objective types, Contract","160","Eliminate the target in the [MAP_NAME]: [OBJECT_NAME]"
"Quest objective type: Collect","Quest objective type: Collect","160","Collect [AMOUNT_TO_COLLECT] [ITEM_NAME]"
"Quest objective type: Collect Weapon","Quest objective type: Collect Weapon","160","Collect [AMOUNT_TO_COLLECT] [ITEM_NAME]"
"Quest objective type: Survive A","Quest objective type: Survive A","160","Survive [AMOUNT_TO_SURVIVE] times in the [MAP_NAME]"
"Quest objective type: Survive B","Quest objective type: Survive B","160","Survive [AMOUNT_TO_SURVIVE] times in any map"
"Quest objective type: Survive Exp A","Quest objective type: Survive Exp A","160","Survive [AMOUNT_TO_SURVIVE] times in the [MAP_NAME] with at least [EXP_REQUIRED] exp made"
"Quest objective type: Survive Exp B","Quest objective type: Survive Exp B","160","Survive [AMOUNT_TO_SURVIVE] times in any map with at least [EXP_REQUIRED] exp made"
"Quest objective type: Survive Money A","Quest objective type: Survive Money A","160","Survive [AMOUNT_TO_SURVIVE] times in the [MAP_NAME] with at least [MONEY_REQUIRED] roubles made"
"Quest objective type: Survive Money B","Quest objective type: Survive Money B","160","Survive [AMOUNT_TO_SURVIVE] times in any map with at least [MONEY_REQUIRED] roubles made"
"Quest objective type: Retrieve Analyzer A","Quest objective type: Retrieve Analyzer A","160","Retrieve the analyzer in the [MAP_NAME] near a medium fire anomaly"
"Quest objective type: Retrieve Analyzer B","Quest objective type: Retrieve Analyzer B","160","Retrieve the analyzer in the [MAP_NAME] near a big fire anomaly"
"Quest objective type: Retrieve Analyzer C","Quest objective type: Retrieve Analyzer C","160","Retrieve the analyzer in the [MAP_NAME] near a big chemical anomaly"
"Quest objective type: Retrieve Analyzer D","Quest objective type: Retrieve Analyzer D","160","Retrieve the analyzer in the [MAP_NAME] near a medium chemical anomaly"
"Quest objective type: Place Analyzer A","Quest objective type: Place Analyzer A","160","Place the analyzer in the [MAP_NAME] near a medium fire anomaly"
"Quest objective type: Place Analyzer B","Quest objective type: Place Analyzer B","160","Place the analyzer in the [MAP_NAME] near a big fire anomaly"
